title,release_year,locations,lat,long,imdbID,rating_imdb,poster,genre,sentiment,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
Age of Adaline,2015,California @ Montgomery,37.7928648,-122.40279,tt1655441,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,"Drama,Fantasy,Romance",0.67,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Age of Adaline,2015,Montgomery/Green,37.7975865,-122.4037614,tt1655441,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,"Drama,Fantasy,Romance",0.67,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Age of Adaline,2015,Driving various SF Streets,37.7953841,-122.410113,tt1655441,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,"Drama,Fantasy,Romance",0.67,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Age of Adaline,2015,Plate Shots SF streets various,37.8001218,-122.4396871,tt1655441,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,"Drama,Fantasy,Romance",0.67,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
After the Thin Man,1936,Coit Tower,37.8023949,-122.4058222,tt0027260,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BYWNjMTRkOGMtOGMyZS00NTNlLTg5ZTctYTEzMWM1ZDExZjgzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"Comedy,Crime,Mystery",-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ant-Man,2015,California between Kearney and Davis,37.7926612,-122.4044384,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,St. Francis Episcopal Church (399 San Fernando Way),37.7305535,-122.4696663,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Romolo Place @ Fresno St.,37.7986013,-122.4063965,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Palace of Fine Arts,37.8019913,-122.4486565,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,John Shelley Drive John McLaren Park,37.719309,-122.4193742,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Treasure Island,37.8235515,-122.370648,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,The San Francisco School (300 Gavin St.),37.7327806,-122.4118138,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,33 Spruce St,37.7903215,-122.4543691,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Coi Restaurant (373 Broadway),37.7980647,-122.4034273,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Foreign Cinema (2534 Mission),37.7564149,-122.4191801,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Bernal Heights Park,37.7433416,-122.4139903,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Jackson St. at Spruce,37.7899861,-122.4541352,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,679 Madrid St,37.7187495,-122.4346684,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Roxie Theater (3117 16th St.),37.7647103,-122.4224081,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Variety Preview Room (582 Market St.),37.7894405,-122.4016405,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,Laguna Honda Hospital; 375 Laguna Honda Blvd.,37.7492806,-122.4570224,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,3232 Jackson Ave.,37.790931,-122.448797,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana,2015,20th St and Illinois/Faxon St. and Kenwood/Glenbrook at Mt. Springs,37.7287471,-122.4600096,tt0082011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMwMTEyNl5BMl5BanBnXkFtZTcwNDE1NzMyMQ@@._V1_SX300.jpg,Drama,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Conzelman Rd at McCollough Rd and down Conzelman Rd.,37.8277521,-122.4995999,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Lombard at Hyde,37.8020045,-122.4196371,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,601 Buena Vista Ave West at Java St.,37.766921,-122.4440326,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,420 Jones St. at Ellis St.,37.7851232,-122.4126633,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Broadway between Powell and Davis,37.7974619,-122.4102964,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Columbus between Bay and Washington,37.8011696,-122.4115107,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Pine between Kearney and Davis,37.7916933,-122.4042585,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Market between Stuart and Van Ness,37.7944659,-122.3947991,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Grant between Bush and Broadway,37.7905703,-122.4055726,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Intersection of Broadway at Kearney,37.7980203,-122.4055234,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,Intersection of California at Polk,37.7905896,-122.4206988,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man,2015,"Treasure Island, Building #1, Ave of the Palms",37.8172181,-122.3707037,tt0478970,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"Action,Adventure,Comedy",0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Around the Fire,1998,Ocean Beach,37.7593921,-122.510734,tt0139030,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MTUzODkxNF5BMl5BanBnXkFtZTcwMjk4MjQyMQ@@._V1_SX300.jpg,Drama,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack of the Killer Tomatoes,1978,Hyde Street Cable Car,37.8068981,-122.4209382,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic Instinct,1992,Yerba Buena Center for the Arts,37.7856437,-122.4021904,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Transbay Terminal (Mission Street at 1st Street),37.7897755,-122.3975913,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Tosca Cafe (242 Columbus Avenue),37.7976266,-122.4058736,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",37.7698293,-122.466105,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Raw Hide II (280 Seventh Street),37.7768258,-122.4085436,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Pier 7 (The Embarcadero),37.7986725,-122.3968247,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Kearney Street (Telegraph Hill),37.7975592,-122.4054381,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Hall of Justice (850 Bryant Street),37.7753904,-122.404191,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,2930 Vallejo Street,37.7941208,-122.4456315,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Chinatown,37.7941378,-122.4077914,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,Gibb Street (Chinatown),37.7960309,-122.4044419,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,1158-70 Montgomery Street,37.799987,-122.403972,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Basic Instinct,1992,2104 Broadway,37.7949212,-122.4320907,tt0103772,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Drama,Mystery,Thriller",-1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Bedazzled,2000,1155 Filbert Street at Hyde,37.7999164,-122.4183705,tt0230030,6,https://images-na.ssl-images-amazon.com/images/M/MV5BODgxOTg5OGUtOWViMC00NjM5LWEyMTQtN2M4NTBjYWUzOWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Comedy,Fantasy",0.83,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedazzled,2000,"Washington Square Park (Filbert, between Stockton and Powell)",37.8008473,-122.4099791,tt0230030,6,https://images-na.ssl-images-amazon.com/images/M/MV5BODgxOTg5OGUtOWViMC00NjM5LWEyMTQtN2M4NTBjYWUzOWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Comedy,Fantasy",0.83,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Jasmine,2013,5546 Geary Ave,37.7806041,-122.4792053,tt2334873,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,Drama,-0.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
